Z,N,A,S,Th,mTh,E,L
88,126,214,Ra,128,0.000000001,46.8,5415212.348
88,126,214,Ra,225,0.000000001,156.6,3080654.136
88,126,214,Ra,225,0.000000001,668.4,3080654.136
86,128,214,Rn,245,0.000000001,767.7,2829172.166
88,126,214,Ra,279,0.000000001,148.9,2484398.497
88,126,214,Ra,279,0.000000001,222.1,2484398.497
88,126,214,Ra,295,0.000000001,609.3,2349651.46
88,126,214,Ra,295,0.000000001,818,2349651.46
88,127,215,Ra,1.39,0.000001,32.5,498667.0364
88,127,215,Ra,1.39,0.000001,193.1,498667.0364
88,127,215,Ra,1.39,0.000001,369.1,498667.0364
88,127,215,Ra,7.29,0.000001,56.5,95081.91777
88,127,215,Ra,10.47,0.000000001,13.5,66203169.11
88,127,215,Ra,10.47,0.000000001,200.1,66203169.11
88,127,215,Ra,10.47,0.000000001,810.2,66203169.11
87,128,215,Fr,13,0.000000001,262.01,53319013.89
87,128,215,Fr,13,0.000000001,817.53,53319013.89
87,128,215,Fr,22.9,0.000000001,45.2,30268435.83
88,127,215,Ra,25,0.000000001,196,27725887.22
88,127,215,Ra,25,0.000000001,1048.2,27725887.22
89,126,215,Ac,30,0.000000001,304,23104906.02
88,127,215,Ra,67.2,0.000000001,773,10314690.19
89,126,215,Ac,185,0.000000001,175,3746741.517
89,126,215,Ac,335,0.000000001,642,2069096.061
88,127,215,Ra,555,0.000000001,18,1248913.839
88,127,215,Ra,555,0.000000001,425.5,1248913.839
90,126,216,Th,0.58,0.000001,516.3,1195081.346
90,126,216,Th,0.58,0.000001,606.8,1195081.346
90,126,216,Th,0.74,0.000001,151.2,936685.3791
89,127,216,Ac,300,0.000000001,322,2310490.602
90,127,217,Th,141,0.000000001,673.8,4915937.451
89,129,218,Ac,103,0.000000001,91,6729584.277
89,129,218,Ac,103,0.000000001,384.5,6729584.277
86,133,219,Rn,15.4,0.000000001,4.413,45009557.18
89,138,227,Ac,38.3,0.000000001,27.36,18097837.61
90,139,229,Th,5,10000,0.00812,1.38629E-05
90,139,229,Th,7,0.000001,0.00812,99021.02579
88,141,229,Ra,17.23,0.000000001,35.6,40229087.67
88,141,229,Ra,17.23,0.000000001,142.7,40229087.67
89,142,231,Ac,14.3,0.000000001,41.27,48471830.81
89,142,231,Ac,14.3,0.000000001,47.45,48471830.81
89,142,231,Ac,14.3,0.000000001,54.29,48471830.81
89,142,231,Ac,14.3,0.000000001,77.97,48471830.81
91,140,231,Pa,45.1,0.000000001,25.64,15369117.09
91,140,231,Pa,45.1,0.000000001,84.214,15369117.09
88,143,231,Ra,53,0.000001,66.2,13078.24869
91,142,233,Pa,36.5,0.000000001,29.373,18990333.71
91,142,233,Pa,36.5,0.000000001,86.485,18990333.71
92,142,234,U,33.5,0.000001,143.78,20690.96061
92,142,234,U,33.5,0.000001,159.48,20690.96061
92,142,234,U,33.5,0.000001,226.5,20690.96061
92,142,234,U,33.5,0.000001,249.22,20690.96061
92,142,234,U,33.5,0.000001,293.79,20690.96061
92,142,234,U,33.5,0.000001,295.91,20690.96061
92,142,234,U,33.5,0.000001,330.4,20690.96061
92,142,234,U,33.5,0.000001,351.9,20690.96061
92,142,234,U,33.5,0.000001,397.7,20690.96061
92,142,234,U,33.5,0.000001,458.68,20690.96061
92,142,234,U,33.5,0.000001,1125.2,20690.96061
92,142,234,U,33.5,0.000001,1277.7,20690.96061
92,133,235,U,26.5,60,0.0765,0.000435942
94,142,236,Pu,1.2,0.000001,319.5,577622.6505
94,142,236,Pu,1.2,0.000001,879.7,577622.6505
94,142,236,Pu,1.2,0.000001,1037.8,577622.6505
92,144,236,U,100,0.000000001,65,6931471.806
92,144,236,U,100,0.000000001,204.6,6931471.806
92,144,236,U,100,0.000000001,307.9,6931471.806
92,144,236,U,100,0.000000001,903.2,6931471.806
94,143,237,Pu,0.18,1,145.542,3.85081767
93,144,237,Np,0.71,0.000001,640.4,976263.6346
93,144,237,Np,0.71,0.000001,675.6,976263.6346
93,144,237,Np,0.71,0.000001,719.2,976263.6346
93,144,237,Np,0.71,0.000001,753.6,976263.6346
93,144,237,Np,0.71,0.000001,786.8,976263.6346
93,144,237,Np,0.71,0.000001,815.3,976263.6346
93,144,237,Np,67.5,0.000000001,26.3446,10268847.12
93,144,237,Np,67.5,0.000000001,59.5409,10268847.12
92,145,237,U,155,0.000000001,114,4471917.294
92,147,239,U,0.78,0.000001,133.799,888650.2315
94,145,239,Pu,190.2,0.000000001,4.2,3644306.943
94,145,239,Pu,190.2,0.000000001,61.46,3644306.943
94,145,239,Pu,190.2,0.000000001,106.125,3644306.943
94,145,239,Pu,190.2,0.000000001,315.88,3644306.943
94,145,239,Pu,190.2,0.000000001,334.31,3644306.943
94,146,240,Pu,165,0.000000001,147.2,4200892.003
94,146,240,Pu,165,0.000000001,193.3,4200892.003
94,146,240,Pu,165,0.000000001,271.3,4200892.003
94,146,240,Pu,165,0.000000001,306.8,4200892.003
94,146,240,Pu,165,0.000000001,566.34,4200892.003
94,146,240,Pu,165,0.000000001,1014.4,4200892.003
94,146,240,Pu,165,0.000000001,1167.1,4200892.003
94,147,241,Pu,0.88,0.000001,161.685,787667.2506
94,149,243,Pu,0.33,0.000001,96.2,2100446.002
96,147,243,Cm,1.08,0.000001,87.4,641802.945
96,148,244,Cm,34,0.001,538.4,20.38668178
96,148,244,Cm,34,0.001,743.971,20.38668178
96,148,244,Cm,34,0.001,897.848,20.38668178
96,149,245,Cm,0.29,0.000001,103.1,2390162.692
94,151,245,Pu,0.33,0.000001,0.47,2100446.002
96,151,247,Cm,26.3,0.000001,165.7,26355.4061
96,151,247,Cm,26.3,0.000001,227.38,26355.4061
96,151,247,Cm,100.6,0.000000001,177.52,6890131.019
96,153,249,Cm,19,0.000000001,192.5,36481430.56
96,153,249,Cm,19,0.000000001,265.7,36481430.56
98,151,249,Cf,45,0.000001,144.99,15403.27068
97,153,250,Bk,29,0.000001,1.12,23901.62692
97,153,250,Bk,29,0.000001,35.59,23901.62692
97,153,250,Bk,38,0.000000001,61.89,18240715.28
97,153,250,Bk,42,0.000000001,50.12,16503504.3
97,153,250,Bk,42,0.000000001,71.3,16503504.3
97,153,250,Bk,42,0.000000001,175.12,16503504.3
97,153,250,Bk,213,0.000001,6.1,3254.212115
98,153,251,Cf,1.3,0.000001,45.2,533190.1389
98,153,251,Cf,1.3,0.000001,131.13,533190.1389
98,153,251,Cf,1.3,0.000001,204.17,533190.1389
98,153,251,Cf,1.3,0.000001,264.15,533190.1389
100,151,251,Fm,22,0.000000001,192,31506690.03
100,151,251,Fm,23,0.000001,200,30136.83394
98,153,251,Cf,38,0.000000001,0.57,18240715.28
98,153,251,Cf,38,0.000000001,58.48,18240715.28
98,153,251,Cf,38,0.000000001,81.48,18240715.28
97,154,251,Bk,58,0.000001,35.5,11950.81346
102,150,252,No,109,0.001,710,6.359148446
100,153,253,Fm,0.56,0.000001,76.8,1237762.822
100,153,253,Fm,0.56,0.000001,150.5,1237762.822
102,151,253,No,30.3,0.000001,167.5,22876.14457
102,152,254,No,184,0.000001,133.4,3767.104242
102,152,254,No,184,0.000001,312.4,3767.104242
102,152,254,No,263,0.001,53,2.63554061
102,152,254,No,263,0.001,778,2.63554061
102,153,255,No,1.2,0.000001,355,577622.6505
103,152,255,Lr,10,0.000000001,28,69314718.06
102,153,255,No,77,0.000001,657,9001.911436
102,153,255,No,109,0.000001,25,6359.148446
100,156,256,Fm,70,0.000000001,96.8,9902102.579
100,156,256,Fm,70,0.000000001,211.2,9902102.579
100,156,256,Fm,70,0.000000001,275.3,9902102.579
100,156,256,Fm,70,0.000000001,302,9902102.579
100,156,256,Fm,70,0.000000001,380,9902102.579
100,156,256,Fm,70,0.000000001,861.8,9902102.579
100,156,256,Fm,70,0.000000001,1092.9,9902102.579
104,153,257,Rf,106,0.000001,295.6,6539.124345
104,153,257,Rf,106,0.000001,446.8,6539.124345
104,153,257,Rf,106,0.000001,586.1,6539.124345
